series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1016/j.fluid.2008.06.004#d9#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1016/j.fluid.2008.06.004,332.67,332.67,0,1,1,1,False,False,False
10.1016/j.fluid.2008.06.006#d12#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1016/j.fluid.2008.06.006,302.71,302.71,0,1,1,1,False,False,False
10.1016/j.fluid.2008.06.006#d8#p1,mol_4e6567a0dc6bd494,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",10.1016/j.fluid.2008.06.006,293.25,293.25,0,1,1,1,False,False,False
10.1016/j.fluid.2008.08.001#d3#p1,mol_e43e3124216bdf57,"InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3",10.1016/j.fluid.2008.08.001,468.96,496.8,27.84,7,3,2,False,False,False
10.1016/j.fluid.2008.11.012#d3#p1,mol_301d3a83ae1e6ae0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",10.1016/j.fluid.2008.11.012,321.83,340.98,19.15,6,3,1,False,False,False
10.1016/j.fluid.2008.11.012#d6#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1016/j.fluid.2008.11.012,351.01,351.01,0,1,1,1,False,False,False
10.1016/j.fluid.2009.02.010#d2#p1,mol_687236a9b155a7d6,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",10.1016/j.fluid.2009.02.010,333.15,333.15,0,1,1,1,False,False,False
10.1016/j.fluid.2009.04.006#d1#p1,mol_b481989aff76b7b5,"InChI=1S/C6H16N2/c1-7(2)5-6-8(3)4/h5-6H2,1-4H3",10.1016/j.fluid.2009.04.006,294.75,344.96,50.21,6,2,2,False,False,False
10.1016/j.fluid.2009.04.006#d2#p1,mol_43e3cdae7078a32d,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",10.1016/j.fluid.2009.04.006,273.18,283.12,9.94,2,1,1,False,False,False
10.1016/j.fluid.2009.04.006#d3#p1,mol_3bf20e799524cc8c,InChI=1S/C6H16N2O2/c7-1-3-9-5-6-10-4-2-8/h1-8H2,10.1016/j.fluid.2009.04.006,292.92,353.02,60.1,7,2,2,False,False,False
10.1016/j.fluid.2009.04.006#d4#p1,mol_f33d00ba50ef03c4,"InChI=1S/C9H13NO/c11-7-6-10-8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2",10.1016/j.fluid.2009.04.006,312.85,362.91,50.06,4,2,1,False,True,False
10.1016/j.fluid.2009.06.002#d3#p1,mol_f51a4721c0180b07,"InChI=1S/C10H16/c1-2-9-7-4-5-8(6-7)10(9)3-1/h7-10H,1-6H2/t7-,8+,9+,10-",10.1016/j.fluid.2009.06.002,393,397.64,4.64,2,1,1,False,False,False
10.1016/j.fluid.2009.06.002#d5#p1,mol_0c2b699f18ff1976,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,10.1016/j.fluid.2009.06.002,310,317.71,7.71,3,1,1,False,False,False
10.1016/j.fluid.2009.08.023#d3#p1,mol_993dd610f8117c3b,"InChI=1S/C3H3F5/c4-2(5)1-3(6,7)8/h2H,1H2",10.1016/j.fluid.2009.08.023,251.164,252.679,1.515,3,1,1,False,False,False
10.1016/j.fluid.2009.09.024#d10#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1016/j.fluid.2009.09.024,333.15,333.15,0,1,1,1,False,False,False
10.1016/j.fluid.2009.09.024#d13#p1,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",10.1016/j.fluid.2009.09.024,333.15,353.15,20,2,1,1,False,False,False
10.1016/j.fluid.2009.09.024#d16#p1,mol_235e273753448a7f,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,10.1016/j.fluid.2009.09.024,333.15,353.15,20,2,1,1,False,False,False
10.1016/j.fluid.2009.09.024#d4#p1,mol_3fd637a4d667fe51,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",10.1016/j.fluid.2009.09.024,333.15,353.15,20,2,1,1,False,False,False
10.1016/j.fluid.2009.09.024#d7#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1016/j.fluid.2009.09.024,333.15,353.15,20,2,1,1,False,False,False
10.1016/j.fluid.2009.12.002#d1#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1016/j.fluid.2009.12.002,333.15,353.15,20,3,1,1,False,False,False
10.1016/j.fluid.2009.12.002#d10#p1,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",10.1016/j.fluid.2009.12.002,333.15,353.15,20,3,1,1,False,False,False
10.1016/j.fluid.2009.12.002#d7#p1,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",10.1016/j.fluid.2009.12.002,333.15,353.15,20,3,1,1,False,False,False
10.1016/j.fluid.2010.01.006#d1#p1,mol_9b5c2e3993415780,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",10.1016/j.fluid.2010.01.006,307.94,317.62,9.68,4,2,1,False,False,False
10.1016/j.fluid.2010.02.030#d2#p1,mol_3147d9e632f76065,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",10.1016/j.fluid.2010.02.030,383.15,383.15,0,1,1,1,False,False,False
10.1016/j.fluid.2010.02.043#d1#p1,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,10.1016/j.fluid.2010.02.043,332.19,332.19,0,1,1,1,False,False,False
10.1016/j.fluid.2010.02.043#d2#p1,mol_e840c319a89074e3,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3",10.1016/j.fluid.2010.02.043,366.97,366.97,0,1,1,1,False,False,False
10.1016/j.fluid.2010.03.001#d2#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1016/j.fluid.2010.03.001,328.15,368.86,40.71,10,2,4,False,False,False
10.1016/j.fluid.2010.03.027#d3#p1,mol_da1f79aed535e48b,InChI=1S/C4H8S/c1-2-4-5-3-1/h1-4H2,10.1016/j.fluid.2010.03.027,293.97,312.87,18.9,2,1,1,False,False,False
10.1016/j.fluid.2010.06.019#d2#p1,mol_b8293313f61ea38f,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",10.1016/j.fluid.2010.06.019,366.67,381.8035,15.1335,4,2,1,False,False,False
10.1016/j.fluid.2010.06.019#d3#p1,mol_e687bcf74e76aad5,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",10.1016/j.fluid.2010.06.019,382.304,398.002,15.698,4,2,1,False,False,False
10.1016/j.fluid.2010.06.019#d4#p1,mol_a39fe39f3d910b4e,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",10.1016/j.fluid.2010.06.019,397.317,413.785,16.468,4,2,1,False,False,False
10.1016/j.fluid.2010.06.019#d5#p1,mol_a557d965b4ca95e1,"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",10.1016/j.fluid.2010.06.019,479.42,494.495,15.075,3,1,1,False,True,False
10.1016/j.fluid.2010.06.020#d2#p1,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",10.1016/j.fluid.2010.06.020,335.746,335.746,0,1,1,1,False,False,False
10.1016/j.fluid.2010.06.020#d6#p1,mol_b6b13d8dfbd75423,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",10.1016/j.fluid.2010.06.020,342.025,348.396,6.371,3,1,1,False,False,False
10.1016/j.fluid.2010.08.026#d2#p1,mol_7ff2a8a99ea3e83d,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",10.1016/j.fluid.2010.08.026,356.86,356.86,0,1,1,1,False,False,False
10.1016/j.fluid.2010.09.023#d1#p1,mol_25b76921742ed7fa,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",10.1016/j.fluid.2010.09.023,307.78,322,14.22,4,1,1,False,False,False
10.1016/j.fluid.2010.09.023#d2#p1,mol_25b76921742ed7fa,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",10.1016/j.fluid.2010.09.023,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2011.02.002#d2#p1,mol_235e273753448a7f,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,10.1016/j.fluid.2011.02.002,302.16,308.17,6.01,6,2,2,False,False,False
10.1016/j.fluid.2011.02.002#d3#p1,mol_b7f422847b230663,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,10.1016/j.fluid.2011.02.002,293.15,308.16,15.01,7,2,2,False,False,False
10.1016/j.fluid.2011.03.030#d10#p1,mol_256a0ea2592048b0,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",10.1016/j.fluid.2011.03.030,321.9,321.9,0,1,1,1,False,False,False
10.1016/j.fluid.2011.03.030#d4#p1,mol_f51a4721c0180b07,"InChI=1S/C10H16/c1-2-9-7-4-5-8(6-7)10(9)3-1/h7-10H,1-6H2/t7-,8+,9+,10-",10.1016/j.fluid.2011.03.030,396,396,0,1,1,1,False,False,False
10.1016/j.fluid.2011.06.001#d1#p1,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",10.1016/j.fluid.2011.06.001,288.15,298.15,10,2,1,1,False,False,False
10.1016/j.fluid.2011.06.001#d4#p1,mol_4e6567a0dc6bd494,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",10.1016/j.fluid.2011.06.001,288.15,288.15,0,1,1,1,False,False,False
10.1016/j.fluid.2011.06.001#d5#p1,mol_8411a1787a17bdb0,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",10.1016/j.fluid.2011.06.001,288.15,288.15,0,1,1,1,False,False,False
10.1016/j.fluid.2011.07.002#d1#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1016/j.fluid.2011.07.002,278.15,313.15,35,8,3,3,True,False,False
10.1016/j.fluid.2011.07.007#d12#p1,mol_aacb73f35743fb3d,"InChI=1S/C10H18O4/c1-9(2,3)13-7(11)8(12)14-10(4,5)6/h1-6H3",10.1016/j.fluid.2011.07.007,345.6,371.2,25.6,15,3,7,False,False,False
10.1016/j.fluid.2011.07.007#d14#p1,mol_5a16c79c0cd15799,"InChI=1S/C11H20O4/c1-10(2,3)14-8(12)7-9(13)15-11(4,5)6/h7H2,1-6H3",10.1016/j.fluid.2011.07.007,293.7,345.5,51.8,21,5,7,True,False,False
10.1016/j.fluid.2011.07.007#d16#p1,mol_2b7f8f6f183caf51,"InChI=1S/C12H22O4/c1-11(2,3)15-9(13)7-8-10(14)16-12(4,5)6/h7-8H2,1-6H3",10.1016/j.fluid.2011.07.007,323.2,355.2,32,15,5,3,True,False,False
10.1016/j.fluid.2011.07.007#d18#p1,mol_c4ca44c810d45377,"InChI=1S/C13H24O4/c1-12(2,3)16-10(14)8-7-9-11(15)17-13(4,5)6/h7-9H2,1-6H3",10.1016/j.fluid.2011.07.007,295.2,325.2,30,16,5,5,True,False,False
10.1016/j.fluid.2011.07.007#d2#p1,mol_165439913dffe7c0,"InChI=1S/C8H14O4/c1-5(2)11-7(9)8(10)12-6(3)4/h5-6H,1-4H3",10.1016/j.fluid.2011.07.007,287.5,330.5,43,17,6,5,True,False,False
10.1016/j.fluid.2011.07.007#d20#p1,mol_fb304e4936922cdc,"InChI=1S/C14H26O4/c1-13(2,3)17-11(15)9-7-8-10-12(16)18-14(4,5)6/h7-10H2,1-6H3",10.1016/j.fluid.2011.07.007,322.6,366.3,43.7,17,5,5,True,False,False
10.1016/j.fluid.2011.07.007#d4#p1,mol_2ebd0ef54ed8a046,"InChI=1S/C9H16O4/c1-6(2)12-8(10)5-9(11)13-7(3)4/h6-7H,5H2,1-4H3",10.1016/j.fluid.2011.07.007,289.3,325.4,36.1,17,8,4,True,False,False
10.1016/j.fluid.2011.07.007#d6#p1,mol_9311eee845da4726,"InChI=1S/C10H18O4/c1-7(2)13-9(11)5-6-10(12)14-8(3)4/h7-8H,5-6H2,1-4H3",10.1016/j.fluid.2011.07.007,304.4,333.3,28.9,12,4,3,False,False,False
10.1016/j.fluid.2011.07.007#d8#p1,mol_fb76be87032d9098,"InChI=1S/C11H20O4/c1-8(2)14-10(12)6-5-7-11(13)15-9(3)4/h8-9H,5-7H2,1-4H3",10.1016/j.fluid.2011.07.007,294.5,327.4,32.9,12,4,4,True,False,False
10.1016/j.fluid.2011.08.009#d1#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1016/j.fluid.2011.08.009,313.17,313.17,0,1,1,1,False,False,False
10.1016/j.fluid.2011.08.009#d3#p1,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",10.1016/j.fluid.2011.08.009,342.18,352.68,10.5,2,1,1,False,False,False
10.1016/j.fluid.2012.01.008#d1#p1,mol_6a1b88d7d4729d66,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",10.1016/j.fluid.2012.01.008,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2012.01.008#d2#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1016/j.fluid.2012.01.008,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2012.01.008#d3#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1016/j.fluid.2012.01.008,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2012.06.013#d6#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1016/j.fluid.2012.06.013,313.98,331.28,17.3,3,1,1,False,False,False
10.1016/j.fluid.2012.07.027#d1#p1,mol_3828be354437d436,"InChI=1S/C14H30O3/c1-3-5-7-9-15-11-13-17-14-12-16-10-8-6-4-2/h3-14H2,1-2H3",10.1016/j.fluid.2012.07.027,427.5,488.8,61.3,16,6,3,True,False,False
10.1016/j.fluid.2012.08.003#d1#p1,mol_2850223b4ba7abbb,"InChI=1S/C6H12O2/c1-2-3-4-5-8-6-7/h6H,2-5H2,1H3",10.1016/j.fluid.2012.08.003,274.25,313.3,39.05,13,5,5,True,False,False
10.1016/j.fluid.2012.08.003#d2#p1,mol_d6ae19349f751551,"InChI=1S/C7H14O2/c1-2-3-4-5-6-9-7-8/h7H,2-6H2,1H3",10.1016/j.fluid.2012.08.003,275.4,313.4,38,9,3,3,True,True,False
10.1016/j.fluid.2012.08.003#d3#p1,mol_5810135448f6321f,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-10-8-9/h8H,2-7H2,1H3",10.1016/j.fluid.2012.08.003,276.1,316.4,40.3,13,4,5,True,True,False
10.1016/j.fluid.2012.08.003#d4#p1,mol_aa0ace4207225373,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-11-9-10/h9H,2-8H2,1H3",10.1016/j.fluid.2012.08.003,283.3,338.3,55,16,6,6,True,False,False
10.1016/j.fluid.2012.08.003#d5#p1,mol_1871fd7f7f59d3ae,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",10.1016/j.fluid.2012.08.003,274.25,313.4,39.15,13,5,5,True,False,False
10.1016/j.fluid.2012.08.003#d6#p1,mol_a52eb3ec1414bb0f,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",10.1016/j.fluid.2012.08.003,274.1,328.4,54.3,16,6,6,True,False,False
10.1016/j.fluid.2012.08.003#d7#p1,mol_98688aad6777a901,"InChI=1S/C9H18O2/c1-3-5-6-7-8-11-9(10)4-2/h3-8H2,1-2H3",10.1016/j.fluid.2012.08.003,278.3,333.3,55,15,6,5,True,False,False
10.1016/j.fluid.2012.08.003#d8#p1,mol_4430dd0cb0a3c055,"InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-13-11(12)4-2/h3-10H2,1-2H3",10.1016/j.fluid.2012.08.003,293.3,348.4,55.1,16,6,6,True,False,False
10.1016/j.fluid.2012.08.009#d2#p1,mol_541d2a93b41051af,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-9-7-11(3)8-10-12/h7-10H,5-6H2,1-4H3",10.1016/j.fluid.2012.08.009,394.65,453.16,58.51,11,3,3,True,False,False
10.1016/j.fluid.2012.08.009#d4#p1,mol_45c3e8d1518a20c5,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-10-8-7-9-11(12)3/h7-10H,5-6H2,1-4H3",10.1016/j.fluid.2012.08.009,393.45,450.67,57.22,10,3,3,True,False,False
10.1016/j.fluid.2012.08.009#d6#p1,mol_d0ac62ff38c09f37,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-9-7-8-11(3)10-12/h7-10H,5-6H2,1-4H3",10.1016/j.fluid.2012.08.009,391.91,449.84,57.93,11,3,3,True,False,False
10.1016/j.fluid.2012.08.009#d8#p1,mol_496a55139eacec75,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",10.1016/j.fluid.2012.08.009,380.76,411.34,30.58,4,1,2,False,False,False
10.1016/j.fluid.2012.08.020#d10#p1,mol_6558cfbdd9a3dcad,"InChI=1S/C15H16/c1-12(2)14-9-6-10-15(11-14)13-7-4-3-5-8-13/h3-12H,1-2H3",10.1016/j.fluid.2012.08.020,312.9,358.2,45.3,32,7,8,True,True,False
10.1016/j.fluid.2012.08.020#d11#p1,mol_6558cfbdd9a3dcad,"InChI=1S/C15H16/c1-12(2)14-9-6-10-15(11-14)13-7-4-3-5-8-13/h3-12H,1-2H3",10.1016/j.fluid.2012.08.020,434.53,494.39,59.86,6,3,1,False,False,False
10.1016/j.fluid.2012.08.020#d14#p1,mol_61b46555e0b3cc39,"InChI=1S/C16H18/c1-16(2,3)15-11-7-10-14(12-15)13-8-5-4-6-9-13/h4-12H,1-3H3",10.1016/j.fluid.2012.08.020,323,361.3,38.3,16,5,5,True,False,False
10.1016/j.fluid.2012.08.020#d15#p1,mol_61b46555e0b3cc39,"InChI=1S/C16H18/c1-16(2,3)15-11-7-10-14(12-15)13-8-5-4-6-9-13/h4-12H,1-3H3",10.1016/j.fluid.2012.08.020,440.79,493.76,52.97,5,2,1,False,False,False
10.1016/j.fluid.2012.08.020#d19#p1,mol_65b0a8e37b1d0b65,"InChI=1S/C16H18/c1-16(2,3)15-11-9-14(10-12-15)13-7-5-4-6-8-13/h4-12H,1-3H3",10.1016/j.fluid.2012.08.020,448.41,494.83,46.42,4,2,1,False,False,False
10.1016/j.fluid.2012.08.020#d2#p1,mol_18b8754dd95a027a,"InChI=1S/C13H12/c1-11-7-5-6-10-13(11)12-8-3-2-4-9-12/h2-10H,1H3",10.1016/j.fluid.2012.08.020,301,348.1,47.1,20,6,6,True,False,False
10.1016/j.fluid.2012.08.020#d4#p1,mol_c76ad85001d3e770,"InChI=1S/C13H12/c1-11-6-5-9-13(10-11)12-7-3-2-4-8-12/h2-10H,1H3",10.1016/j.fluid.2012.08.020,318.8,365.8,47,20,6,6,True,False,False
10.1016/j.fluid.2012.10.015#d12#p1,mol_528932d2a9841ae7,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",10.1016/j.fluid.2012.10.015,298.15,318.15,20,3,1,1,False,False,False
10.1016/j.fluid.2012.10.015#d3#p1,mol_253d8d3c7e0ad521,InChI=1S/CH3NO2/c1-2(3)4/h1H3,10.1016/j.fluid.2012.10.015,298.15,318.15,20,3,1,1,False,False,False
10.1016/j.fluid.2012.10.015#d6#p1,mol_803e9fa8b96cd755,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",10.1016/j.fluid.2012.10.015,298.15,318.15,20,3,1,1,False,False,False
10.1016/j.fluid.2012.10.015#d9#p1,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",10.1016/j.fluid.2012.10.015,298.15,298.15,0,1,1,1,False,False,False
10.1016/j.fluid.2012.11.004#d7#p1,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",10.1016/j.fluid.2012.11.004,335.85,363.33,27.48,3,1,1,False,False,False
10.1016/j.fluid.2013.01.017#d1#p1,mol_517756553f493ba0,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26",10.1016/j.fluid.2013.01.017,308.45,328.48,20.03,4,2,1,False,False,False
10.1016/j.fluid.2013.01.020#d9#p1,mol_2f2b484f1c3d108f,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",10.1016/j.fluid.2013.01.020,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2013.03.008#d1#p1,mol_e356f62a95258c32,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",10.1016/j.fluid.2013.03.008,392.17,443.82,51.65,11,4,3,True,False,False
10.1016/j.fluid.2013.03.008#d2#p1,mol_54948f46fab8b549,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",10.1016/j.fluid.2013.03.008,412.63,468.07,55.44,11,4,3,True,False,False
10.1016/j.fluid.2013.09.029#d6#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1016/j.fluid.2013.09.029,333.1,362.4,29.3,4,2,1,False,False,False
10.1016/j.fluid.2013.10.012#d12#p1,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",10.1016/j.fluid.2013.10.012,342.8,342.8,0,1,1,1,False,False,False
10.1016/j.fluid.2013.10.012#d3#p1,mol_58c591d9024d1c78,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",10.1016/j.fluid.2013.10.012,393.4,393.4,0,1,1,1,False,False,False
10.1016/j.fluid.2013.10.012#d6#p1,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",10.1016/j.fluid.2013.10.012,342,342,0,1,1,1,False,False,False
10.1016/j.fluid.2013.10.012#d9#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1016/j.fluid.2013.10.012,347.2,347.2,0,1,1,1,False,False,False
10.1016/j.fluid.2013.10.029#d2#p1,mol_115984f9be727624,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,10.1016/j.fluid.2013.10.029,338.15,353.15,15,3,1,1,False,False,False
10.1016/j.fluid.2013.12.002#d2#p1,mol_b6febdc80ab19a61,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,10.1016/j.fluid.2013.12.002,377.63,396.65,19.02,2,1,1,False,False,False
10.1016/j.fluid.2014.02.018#d3#p1,mol_d395bc83f11503fd,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",10.1016/j.fluid.2014.02.018,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.fluid.2014.03.003#d1#p1,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,10.1016/j.fluid.2014.03.003,293.15,308.15,15,4,1,1,False,False,False
10.1016/j.fluid.2014.03.003#d2#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1016/j.fluid.2014.03.003,303.15,333.15,30,7,2,2,False,False,False
10.1016/j.fluid.2014.03.003#d3#p1,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",10.1016/j.fluid.2014.03.003,308.15,348.15,40,9,3,3,True,True,False
10.1016/j.fluid.2014.03.003#d4#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1016/j.fluid.2014.03.003,313.15,363.15,50,6,2,2,False,False,False
10.1016/j.fluid.2014.03.003#d5#p1,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",10.1016/j.fluid.2014.03.003,308.15,353.15,45,9,2,3,False,False,False
10.1016/j.fluid.2014.03.003#d6#p1,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",10.1016/j.fluid.2014.03.003,303.15,358.15,55,7,3,2,True,False,False
10.1016/j.fluid.2014.03.013#d10#p1,mol_449e356636794f41,InChI=1S/C7H18N2/c8-6-4-2-1-3-5-7-9/h1-9H2,10.1016/j.fluid.2014.03.013,300.99,313.51,12.52,8,3,2,False,False,False
10.1016/j.fluid.2014.03.013#d3#p1,mol_cdcd3722df880b7b,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,10.1016/j.fluid.2014.03.013,253.16,300.66,47.5,20,6,5,True,False,False
10.1016/j.fluid.2014.03.013#d5#p1,mol_47abed7f530ce168,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,10.1016/j.fluid.2014.03.013,283.15,310.17,27.02,8,3,2,False,False,False
10.1016/j.fluid.2014.03.013#d7#p1,mol_ea8ab19c57483e79,InChI=1S/C5H14N2/c6-4-2-1-3-5-7/h1-7H2,10.1016/j.fluid.2014.03.013,287.49,311.01,23.52,9,2,3,False,False,False
10.1016/j.fluid.2014.04.004#d1#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1016/j.fluid.2014.04.004,283.32,303.27,19.95,5,2,2,False,False,False
10.1016/j.fluid.2014.04.004#d2#p1,mol_dee0d48887c32f73,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3",10.1016/j.fluid.2014.04.004,283.37,353.14,69.77,10,3,5,True,False,False
10.1016/j.fluid.2014.04.004#d3#p1,mol_34651b4ffde1812d,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",10.1016/j.fluid.2014.04.004,273.5,353.63,80.13,9,3,3,True,False,False
