record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,H_kJ_mol,calorimetry_label
10.1016/j.fluid.2014.07.029#d6#p1#r11,10.1016/j.fluid.2014.07.029#d6#p1,10.1016/j.fluid.2014.07.029.json,6,1,11,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,2-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.5,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47},""nPropValue"":46.5}",variable,"{""nVarValue"":297.2,""nVarDigits"":4,""nVarNumber"":1}",297.2,True,,46.5,False
10.1016/j.fluid.2014.07.029#d6#p1#r12,10.1016/j.fluid.2014.07.029#d6#p1,10.1016/j.fluid.2014.07.029.json,6,1,12,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,2-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.33,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":46.33,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.46}}",variable,"{""nVarValue"":300.2,""nVarDigits"":4,""nVarNumber"":1}",300.2,True,,46.33,False
10.1016/j.fluid.2014.07.029#d6#p1#r13,10.1016/j.fluid.2014.07.029#d6#p1,10.1016/j.fluid.2014.07.029.json,6,1,13,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,2-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.16,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.46,""nCombUncertAssessNum"":1},""nPropValue"":46.16}",variable,"{""nVarValue"":303.2,""nVarNumber"":1,""nVarDigits"":4}",303.2,True,,46.16,False
10.1016/j.fluid.2014.07.029#d6#p1#r14,10.1016/j.fluid.2014.07.029#d6#p1,10.1016/j.fluid.2014.07.029.json,6,1,14,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,2-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,45.99,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.46},""nPropValue"":45.99}",variable,"{""nVarValue"":306.2,""nVarDigits"":4,""nVarNumber"":1}",306.2,True,,45.99,False
10.1016/j.fluid.2014.07.029#d8#p1#r1,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,1,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,48.26,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":48.26,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":274.2,""nVarDigits"":4,""nVarNumber"":1}",274.2,True,,48.26,False
10.1016/j.fluid.2014.07.029#d8#p1#r2,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,2,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,48.1,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":48.1,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.48,""nCombUncertAssessNum"":1}}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":277.2}",277.2,True,,48.1,False
10.1016/j.fluid.2014.07.029#d8#p1#r3,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,3,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.93,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":47.93}",variable,"{""nVarValue"":280.2,""nVarDigits"":4,""nVarNumber"":1}",280.2,True,,47.93,False
10.1016/j.fluid.2014.07.029#d8#p1#r4,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,4,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.77,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":47.77}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":283.1}",283.1,True,,47.77,False
10.1016/j.fluid.2014.07.029#d8#p1#r5,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,5,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.6,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.48,""nCombUncertAssessNum"":1},""nPropValue"":47.6,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":286.2}",286.2,True,,47.6,False
10.1016/j.fluid.2014.07.029#d8#p1#r6,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,6,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.49,"{""nPropValue"":47.49,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":288.2,""nVarDigits"":4,""nVarNumber"":1}",288.2,True,,47.49,False
10.1016/j.fluid.2014.07.029#d8#p1#r7,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,7,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.33,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":47.33,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":291.2}",291.2,True,,47.33,False
10.1016/j.fluid.2014.07.029#d8#p1#r8,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,8,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.16,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47},""nPropValue"":47.16,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":294.2}",294.2,True,,47.16,False
10.1016/j.fluid.2014.07.029#d8#p1#r9,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,9,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.16,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":47.16,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":294.2}",294.2,True,,47.16,False
10.1016/j.fluid.2014.07.029#d8#p1#r10,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,10,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.99,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1},""nPropValue"":46.99,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":297.2}",297.2,True,,46.99,False
10.1016/j.fluid.2014.07.029#d8#p1#r11,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,11,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.83,"{""nPropValue"":46.83,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":300.2}",300.2,True,,46.83,False
10.1016/j.fluid.2014.07.029#d8#p1#r12,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,12,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.66,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":46.66,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47}}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":303.2}",303.2,True,,46.66,False
10.1016/j.fluid.2014.07.029#d8#p1#r13,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,13,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.49,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.46},""nPropValue"":46.49,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":306.3,""nVarNumber"":1,""nVarDigits"":4}",306.3,True,,46.49,False
10.1016/j.fluid.2014.07.029#d8#p1#r14,10.1016/j.fluid.2014.07.029#d8#p1,10.1016/j.fluid.2014.07.029.json,8,1,14,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,3-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.33,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.46,""nCombUncertAssessNum"":1},""nPropValue"":46.33}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":309.2}",309.2,True,,46.33,False
10.1016/j.fluid.2014.07.029#d10#p1#r1,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.85,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":47.85,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":274.3,""nVarDigits"":4,""nVarNumber"":1}",274.3,True,,47.85,False
10.1016/j.fluid.2014.07.029#d10#p1#r2,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,2,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.85,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":47.85}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":274.3}",274.3,True,,47.85,False
10.1016/j.fluid.2014.07.029#d10#p1#r3,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,3,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.74,"{""nPropValue"":47.74,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.48,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":276.1}",276.1,True,,47.74,False
10.1016/j.fluid.2014.07.029#d10#p1#r4,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,4,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.63,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48},""nPropValue"":47.63,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":278.2}",278.2,True,,47.63,False
10.1016/j.fluid.2014.07.029#d10#p1#r5,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,5,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.51,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":47.51,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.48}}",variable,"{""nVarValue"":280.2,""nVarDigits"":4,""nVarNumber"":1}",280.2,True,,47.51,False
10.1016/j.fluid.2014.07.029#d10#p1#r6,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,6,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.4,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1},""nPropValue"":47.4}",variable,"{""nVarValue"":282.1,""nVarDigits"":4,""nVarNumber"":1}",282.1,True,,47.4,False
10.1016/j.fluid.2014.07.029#d10#p1#r7,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,7,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.23,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47},""nPropValue"":47.23,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":285.2,""nVarNumber"":1,""nVarDigits"":4}",285.2,True,,47.23,False
10.1016/j.fluid.2014.07.029#d10#p1#r8,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,8,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.06,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":47.06,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47}}",variable,"{""nVarValue"":288.2,""nVarNumber"":1,""nVarDigits"":4}",288.2,True,,47.06,False
10.1016/j.fluid.2014.07.029#d10#p1#r9,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,9,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.06,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47},""nPropValue"":47.06}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":288.2}",288.2,True,,47.06,False
10.1016/j.fluid.2014.07.029#d10#p1#r10,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,10,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,47.06,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1},""nPropValue"":47.06}",variable,"{""nVarValue"":288.2,""nVarDigits"":4,""nVarNumber"":1}",288.2,True,,47.06,False
10.1016/j.fluid.2014.07.029#d10#p1#r11,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,11,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.88,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":46.88,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47}}",variable,"{""nVarValue"":291.3,""nVarNumber"":1,""nVarDigits"":4}",291.3,True,,46.88,False
10.1016/j.fluid.2014.07.029#d10#p1#r12,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,12,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.72,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.47},""nPropValue"":46.72,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":294.2,""nVarNumber"":1,""nVarDigits"":4}",294.2,True,,46.72,False
10.1016/j.fluid.2014.07.029#d10#p1#r13,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,13,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.55,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":46.55,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.47,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":297.2,""nVarNumber"":1,""nVarDigits"":4}",297.2,True,,46.55,False
10.1016/j.fluid.2014.07.029#d10#p1#r14,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,14,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.38,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.46,""nCombUncertAssessNum"":1},""nPropValue"":46.38,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":300.3,""nVarDigits"":4,""nVarNumber"":1}",300.3,True,,46.38,False
10.1016/j.fluid.2014.07.029#d10#p1#r15,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,15,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.21,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.46,""nCombUncertAssessNum"":1},""nPropValue"":46.21,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":303.2,""nVarNumber"":1,""nVarDigits"":4}",303.2,True,,46.21,False
10.1016/j.fluid.2014.07.029#d10#p1#r16,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,16,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,46.04,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.46},""nPropValue"":46.04,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":306.3}",306.3,True,,46.04,False
10.1016/j.fluid.2014.07.029#d10#p1#r17,10.1016/j.fluid.2014.07.029#d10#p1,10.1016/j.fluid.2014.07.029.json,10,1,17,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,C7H7Cl,10.1016/j.fluid.2014.07.029,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,45.87,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.46},""nPropValue"":45.87}",variable,"{""nVarValue"":309.2,""nVarDigits"":4,""nVarNumber"":1}",309.2,True,,45.87,False
